belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,release_year,return,day_of_week
,0.0,"[{'id': 18, 'name': 'Drama'}]",101307,en,"An accidental nerve gas leak by the military kills not only a rancher's livestock, but also his son. When he tries to hold the military accountable for their actions, he runs up against a wall of silence.",0.632678,['Warner Bros.'],['United States of America'],1972-11-22,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They called it an accident. He called it murder. It was their conspiracy. It was his son.,Rage,6.4,1972,0.0,miércoles
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",40243,ja,"The story begins with Makoto Segawa, a freshman at Meikei University. On the day of his university entrance ceremony, Makoto meets a fresh-faced, quirky girl named Shizuru. Makoto has a complex which causes him to shy away from contact with other people, but she succeeds in getting him to open up to her naturally. All Shizuru wants is to be with Makoto, so she takes up a camera too. The two spend their days together taking photos in the forest behind the campus. However, Makoto has feelings for another student named Miyuki. Shizuru decides that if Makoto likes Miyuki, she wants to like her too. She wants to like everything that he does. One day, she tells Makoto that she wants to take a photo of them kissing in the forest as a present for 'her birthday'. He obliges for her sake, and they kiss in the forest.",1.454763,"['Avex Entertainment', 'IMJ Entertainment', 'Shogakukan', 'Toei Company', 'Studio Swan', 'Sky Perfect Well Think']",['Japan'],2006-10-28,0.0,116.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,"A relationship evolves between a photographer named Makoto, and two of his female university classmates, Shizuru and Miyuki.",Heavenly Forest,7.3,2006,0.0,sábado
,115.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",36583,en,Allied agents infiltrate the Nazi rocket complex at Peenemunde in order to obtain their secrets and sabotage the plant.The film alternates between German developments of the V-1 missile and V-2 rocket (with a German cast speaking their own language) and discovery by British Intelligence of the weapon.,2.375904,['Metro-Goldwyn-Mayer (MGM)'],['United Kingdom'],1965-04-01,0.0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Sabotage of Hitler's ingenious weapons of mass destruction...the V1 and V2 rockets!,Operation Crossbow,5.9,1965,0.0,jueves
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",98536,en,A farmer's widow takes on the land and her late husband's tempestuous son.,0.108141,"['Warner Bros.', 'The Vitaphone Corporation']",['United States of America'],1932-04-30,0.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Edna Ferber's epic of American Womanhood,So Big!,4.3,1932,0.0,sábado
,0.0,"[{'id': 99, 'name': 'Documentary'}]",376515,en,"This intimate portrait of director, producer, and improvisational comedy icon Mike Nichols shows his final and historic interviews filmed just months before his death. Director Douglas McGrath documents Nichols’s early life, as he opens up to his friend, director Jack O’Brien, about the storied beginnings of his career.",0.615297,[],[],2016-02-22,0.0,72.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Becoming a Comedian. Becoming a Director. Becoming a Filmmaker.,Becoming Mike Nichols,6.7,2016,0.0,lunes
,0.0,[],113660,en,Finnish Road Movie,0.139006,[],[],2002-05-31,0.0,55.0,[],Released,A Teddy Road Movie,Rumble,5.7,2002,0.0,viernes
,0.0,"[{'id': 99, 'name': 'Documentary'}]",430830,en,The courtroom and publicity battles between the superstar wrestler and the notorious website explode in a sensational trial all about the limits of the First Amendment and the new no holds barred nature of celebrity life in an internet dominated society.,0.765677,[],[],2017-01-24,0.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The power of money to silence a free press.,Nobody Speak: Trials of the Free Press,5.5,2017,0.0,martes
,37665000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",9959,en,A black police detective must solve a strange case of a kidnapped boy and deal with a big racial protest.,5.388535,"['Scott Rudin Productions', 'Revolution Studios']",['United States of America'],2006-02-17,14655628.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The Truth Is Hiding Where No One Dares To Look.,Freedomland,5.2,2006,0.3891046860480552,viernes
['Father of the Bride Collection'],0.0,"[{'id': 35, 'name': 'Comedy'}]",11862,en,"Just when George Banks has recovered from his daughter's wedding, he receives the news that she's pregnant ... and that George's wife, Nina, is expecting too. He was planning on selling their home, but that's a plan that -- like George -- will have to change with the arrival of both a grandchild and a kid of his own.",8.387519,"['Sandollar Productions', 'Touchstone Pictures']",['United States of America'],1995-02-10,76578911.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Just When His World Is Back To Normal... He's In For The Surprise Of His Life!,Father of the Bride Part II,5.7,1995,inf,viernes
,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",26174,en,"Two U.S. Treasury (""T-men"") agents go undercover in Detroit, and then Los Angeles, in an attempt to break a U.S. currency counterfeiting ring.",4.237738,['Edward Small Productions'],['United States of America'],1947-12-15,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Terrific... and true!,T-Men,6.4,1947,0.0,lunes
['The Expendables Collection'],80000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",27578,en,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",14.75562,['Millennium Films'],['United States of America'],2010-08-03,274470394.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Choose Your Weapon.,The Expendables,6.0,2010,3.430879925,martes
,24000000.0,"[{'id': 18, 'name': 'Drama'}]",1715,en,"Homer is an orphan who was never adopted, becoming the favorite of orphanage director Dr. Larch. Dr. Larch imparts his full medical knowledge on Homer, who becomes a skilled, albeit unlicensed, physician. But Homer yearns for a self-chosen life outside the orphanage. What will Homer learn about life and love in the cider house? What of the destiny that Dr. Larch has planned for him?",9.526781,"['Miramax Films', 'Nina Saxon Film Design', 'FilmColony']",['United States of America'],1999-12-17,88545092.0,126.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A story about how far we must travel to find the place where we belong.,The Cider House Rules,6.9,1999,3.6893788333333335,viernes
,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",375355,en,An evening of drunken prank calls becomes a nightmare for a pair of teenagers when a mysterious stranger turns their own game against them.,5.597094,"['Bigscope Films', 'Wild Spark']",['United Kingdom'],2016-10-22,0.0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Be Careful Who You Prank,Don't Hang Up,5.7,2016,0.0,sábado
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",40012,en,"Based on the true story of the mass murderer Jeffrey Dahmer, the events within the family behind, and leading up to, his capture",0.041153,[],[],2006-04-13,0.0,100.0,[],,Would you still love your son even if he grew up to be Jeffrey Dahmer?,Raising Jeffrey Dahmer,5.0,2006,0.0,jueves
,250000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",46522,en,"After a lengthy space mission, two astronauts (Steve Barkett and Larry Latham) return to an Earth transformed by nuclear war. As renegade gangs and mutants rule Los Angeles, the astronauts join two pretty women and a couple of kids in a growing resistance movement. This sci-fi adventure follows the men as they battle bell-bottomed biker leader Cutter and his brutal gang.",0.364806,"['Nautilus Film Company, The', 'The Nautilus Film Company']",['United States of America'],1982-01-01,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What comes after World War III?,The Aftermath,4.7,1982,0.0,viernes
['American Graffiti Collection'],777000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",838,en,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,9.188584,"['Lucasfilm', 'Universal Pictures', 'The Coppola Company']",['United States of America'],1973-08-01,140000000.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Where were you in '62?,American Graffiti,6.9,1973,180.18018018018017,miércoles
,2000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",59441,en,"Two misfit best friends incapable of growing up, whose direction is tested by an abandoned child, worn beyond his years; together they invent the family they've always needed.",0.967134,['Focus Features'],['United States of America'],2011-03-12,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A con is easy. Family is hard.,A Bag of Hammers,6.0,2011,0.0,sábado
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",384798,en,"Set in a near future, technology-reliant society that pits man against killing machines. Against this backdrop an elite army unit is helicoptered to a remote, off-the-grid island training facility. What starts out as a simple training exercise for Captain Bukes and his tight-knit unit, descends into a terrifying battle to the death, as the marines discover the island is overrun by an enemy that transcends the human concept of evil.",8.089782,"['Vertigo Films', 'Bandito']",['United Kingdom'],2016-05-13,0.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You can't fight the future.,Kill Command,5.2,2016,0.0,viernes
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",18684,en,"Kid Galahad is a 1962 musical film starring Elvis Presley as a boxer. The movie was filmed on location in Idyllwild, California and is noted for having a strong supporting cast. Most critics rate it as one of Presley's best performances. The film is a remake of the 1937 original version starring Edward G. Robinson, Bette Davis, and Humphrey Bogart.",1.466483,"['Mirisch Corporation, The']",['United States of America'],1962-11-29,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Presley packs the the screen's biggest wallop...with the gals...with the gloves...with the guitar!,Kid Galahad,5.2,1962,0.0,jueves
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",11107,en,"Eddie is a New York limo driver and a fanatical follower of the New York Knicks professional basketball team. The team is struggling with a mediocre record when, in mid-season, ""Wild Bill"" Burgess, the new owner, as a public relations gimmick, stages an 'honorary coach' contest, which Eddie wins. The fans love it, so ""Wild Bill"" fires the coach and hires her. She takes the bunch of overpaid prima",3.09233,"['Hollywood Pictures', 'PolyGram Filmed Entertainment', 'Island Pictures']",['United States of America'],1996-05-31,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The newest coach in the NBA has got the Knicks right where she wants them.,Eddie,5.4,1996,0.0,viernes
,0.0,"[{'id': 18, 'name': 'Drama'}]",13542,en,"Sarah Barcant, a lawyer in New York City who grew up in South Africa, returns to her childhood dwelling place to intercede for Alex Mpondo, a Black South African politician who was tortured during apartheid.",1.757911,"['BBC Films', 'Industrial Development Corporation of South Africa', 'Distant Horizons', 'British Broadcasting Corporation (BBC)', 'Videovision Entertainment']","['United Kingdom', 'South Africa']",2004-01-01,0.0,110.0,"[{'iso_639_1': 'af', 'name': 'Afrikaans'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'xh', 'name': ''}]",Released,Nothing is more dangerous than the truth.,Red Dust,6.4,2004,0.0,jueves
['Despicable Me Collection'],74000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",211672,en,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",547.488298,"['Universal Pictures', 'Illumination Entertainment']",['United States of America'],2015-06-17,1156730962.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Before Gru, they had a history of bad bosses",Minions,6.4,2015,15.631499486486486,miércoles
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",9773,en,Humouristic reconstruction of the 1995 scandal when two British lads were accused of having faked a documentary from the Roswell incident in 1947.,11.409916,"['Qwerty Films', 'Ealing Studios', 'Fragile Films', 'Warner Bros.']","['Germany', 'United Kingdom']",2006-04-07,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Prepare To Be Stitched Up!,Alien Autopsy,5.8,2006,0.0,viernes
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",393172,en,"A mysterious disappearance of a young woman leads her boyfriend on a journey for truth and perhaps his own unknown reality in this dark, hypnotic mystery that transcends the limitations of traditional narrative.",1.557641,"['Zed Filmworks', 'Catalyst Global Media']","['Canada', 'United States of America']",2017-03-31,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Reality is not what it seems.,Bottom of the World,5.5,2017,0.0,viernes
,0.0,"[{'id': 35, 'name': 'Comedy'}]",12151,en,"A couple, cheated by a vile businessman, kidnap his wife in retaliation, without knowing that their enemy is delighted they did.",7.427491,['Touchstone Pictures'],['United States of America'],1986-06-26,71624879.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Sam Stone's wife has just been kidnapped... And he doesn't want her back!,Ruthless People,6.7,1986,inf,jueves
,0.0,"[{'id': 18, 'name': 'Drama'}]",118872,en,"When Timmy Cleary (Sheen), comes home from soldiering, he's greeted by the open but strained arms of his two parents, John and Nettie, (Neal and Albertson). Once considered sickly and weak, he has now distinguished himself in the service and is ready to begin a new life. His parents, however, are still trapped in the bygone days of early and unresolved marital strife and begin emotionally deteriorating through several drama packed encounters. Now mature, the young Tim Cleary finally understands the family dynamics that has played all throughout his boyhood. By the simple act of bringing his mother roses on behalf of his father, Tim realizes he may have destroyed his family, but is helpless to obtain resolution which must come from both his parents.",0.407508,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],1968-10-13,0.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Story of Three Strangers...A Mother...A Father...And a Son,The Subject Was Roses,7.0,1968,0.0,domingo
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",35017,en,"The Rico brothers are mobsters in the employ of syndicate head Sid Kubick. Richard Conte plays the one Rico brother who has forsaken crime. But the other Ricos (James Darren and Paul Picerni) haven't yet seen the light, causing a deep rift in the brothers' family bonds. Conte gets word that his brothers have been marked for murder, and tries to warn them.",7.18577,['William Goetz Productions'],['United States of America'],1957-09-01,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Three hunted men and their desperate women...,The Brothers Rico,5.7,1957,0.0,domingo
,5904067.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",336882,no,"Based on the fact that mountain party Åkneset, located in the Geiranger fjord in Norway, one day will race out and create a violent tsunami of over 80 meters that will crush everything in its path before it hits land in Geiranger. A geologist gets caught in the middle of it and a race against time begins.",6.982302,"['Fantefilm', 'Film Väst']",['Norway'],2015-08-28,12975143.0,104.0,"[{'iso_639_1': 'no', 'name': 'Norsk'}]",Released,It was only a matter of time.,The Wave,6.5,2015,2.197661882902074,viernes
,9500000.0,"[{'id': 18, 'name': 'Drama'}]",93511,en,"Walkout is the true story of a young Mexican American high school teacher, Sal Castro. He mentors a group of students in East Los Angeles, when the students decide to stage a peaceful walkout to protest the injustices of the public school system. Set against the background of the civil rights movement of 1968, it is a story of courage and the fight for justice and empowerment.",0.471974,"['HBO Films', 'Olmos Productions', 'Esparza / Katz Productions', 'Maya Pictures']",['United States of America'],2006-03-18,0.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Reading. Writing. Revolution.,Walkout,4.3,2006,0.0,sábado
,70000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",8427,en,"When the Switchblade, the most sophisticated prototype stealth fighter created yet, is stolen from the U.S. government, one of the United States' top spies, Alex Scott, is called to action. What he doesn't expect is to get teamed up with a cocky civilian, World Class Boxing Champion Kelly Robinson, on a dangerous top secret espionage mission. Their assignment: using equal parts skill and humor, catch Arnold Gundars, one of the world's most successful arms dealers.",10.404277,['Columbia Pictures Corporation'],['United States of America'],2002-10-31,33561137.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Attitude meets espionage.,I Spy,5.2,2002,0.4794448142857143,jueves
,1000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",57812,en,"Due to political pressure from the American public, the Air Force has decided to allow two well-known reporters limited access to the most secretive base on the planet. But when one of the base’s “long-term visitors” exploits this unprecedented visit as a chance to liberate himself and his fellow alien captives, Area 51 turns from a secure government base to a horrifying destination of terror.",2.160202,['After Dark Films'],['United States of America'],2011-02-26,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Welcome to the Future,51,4.5,2011,0.0,sábado
,0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",2565,en,"Hypochondriac Joe Banks finds out he has six months to live, quits his dead end job, musters the courage to ask his female co-worker out on a date, and is then hired to jump into a volcano by a mysterious visitor.",9.019396,"['Amblin Entertainment', 'Warner Bros.']",['United States of America'],1990-03-09,39404261.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An average Joe. An adventurous comedy.,Joe Versus the Volcano,5.5,1990,inf,viernes
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",53734,en,Two brothers need household help after their Ma passes away. They decide to join a romance tour to Russia to find and bring home a traditionally minded wife.,0.85986,[],[],2003-01-21,0.0,82.0,[],Released,"They're not looking for love, they're looking for a wife!",A Foreign Affair,5.8,2003,0.0,martes
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",543,en,"Alice's boyfriend Frank is a Scotland Yard detective who seems more interested in police work than in her. When she agrees to go out with another man, he attacks her and she defends herself and kills him. When the body is discovered, Frank is assigned to the case. He quickly discovers that Alice is the killer, but so has someone else, and they are threatening blackmail.",3.956703,['British International Pictures (BIP)'],['United Kingdom'],1929-06-30,0.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,See and Hear It - Our Mother Tongue As It Should Be Spoken,Blackmail,6.8,1929,0.0,domingo
,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",33045,ja,"Toshiaki Nagashima is a biologist who is doing major research on mitochondria. When his beautiful young wife is tragically involved in a car accident which leaves her brain dead, in desperation he steals her liver from her body in order to recieve the mitochondria from it to resurrect his wife from the dead. The killer mitochondria takes the form of his assistant.",0.888421,"['Fuji Television Network', 'Kadokawa Shoten Publishing Co.', 'Robot Communications']",['Japan'],1997-01-01,0.0,120.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,It's not a virus... it's evolution.,Parasite Eve,5.9,1997,0.0,miércoles
,0.0,"[{'id': 37, 'name': 'Western'}]",140849,en,"Ben Matthews gives up the flashy life of a riverboat gambler, hoping to settle down in Galena with his girlfriend, luscious entertainer Zoe. But Galena's leading citizen is murdered on the boat; Ben, on arrival, finds a lynch mob after his neck, and flees. Three years of wandering later, Zoe's letters stop coming and Ben returns to find her and attempt the hopeless task of clearing himself.",1.127041,['Universal International Pictures (UI)'],['United States of America'],1955-11-28,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,THE GAMBLER...THE GUNSLINGER...THE RIVER LADY KNOWN AS 'ZOE'...They Risked Their Luck On A Turn Of A Card...Their Lives On The Draw Of A Gun!,The Rawhide Years,4.4,1955,0.0,lunes
,0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",74461,en,Three best friends and dedicated roleplayers take to the woods to reenact a dungeons and dragons-like scenario as a live action role-playing game. Trouble arises when a prop spellbook purchased from the internet ends up being a genuine grimoire and they unwittingly conjure up a blood-lusting succubus from hell.,6.281872,"['North by Northwest Entertainment', 'IndieVest Pictures']",['United States of America'],2013-01-21,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,'Tis about to get medieval up in here.,Knights of Badassdom,5.5,2013,0.0,lunes
,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",125025,en,"A look at Communist musicals that strove to be ideologically correct - and entertaining, besides.",0.037099,[],[],1997-06-25,0.0,78.0,[],Released,All Singing! All Dancing! All Marxist Musicals!,East Side Story,5.0,1997,0.0,miércoles
,34000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",21311,en,"Inspired by the true story of indomitable Kuki Gallmann, the film tells of a beautiful and inquisitive woman who had the courage to escape from her comfortable yet monotonous life in Italy to start anew in the African wilderness with her son, Emanuele, and her new husband, Paolo. Gallmann faces great danger there but eventually becomes a celebrated conservationist.",2.767134,['Columbia Pictures'],['United States of America'],2000-05-05,0.0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Sometimes the adventure of a lifetime becomes life itself.,I Dreamed of Africa,5.3,2000,0.0,viernes
,0.0,"[{'id': 35, 'name': 'Comedy'}]",178447,en,"An eccentric, fluttery bachelor is dismayed to discover an undressed woman in his apartment. Comedy.",0.141396,['Warner Bros.'],['United States of America'],1930-02-01,0.0,69.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Gale of Laughs!,Wide Open,0.0,1930,0.0,sábado
['Pokémon Collection'],30000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",12599,ja,"Ash Ketchum must put his skill to the test when he attempts to save the world from destruction. The Greedy Pokemon collector Lawrence III throws the universe into chaos after disrupting the balance of nature by capturing one of the Pokemon birds that rule the elements of fire, lightning and ice. Will Ash have what it takes to save the world?",7.554848,"['TV Tokyo', 'Warner Bro. Japan', '4Kids Entertainment', 'Oriental Light and Magic', 'Nintendo', 'GAME FREAKS', 'Creatures']","['Japan', 'United States of America']",1999-07-17,133949270.0,84.0,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,One Person Can Make All The Difference!,Pokémon: The Movie 2000,6.4,1999,4.464975666666667,sábado
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",115565,en,"Henry Petosa and Freddy Ace are twins who were separated being babies, and they do not know each other. Henry was adopted by a honest man, while Freddy becomes a gangster. Henry is very shy and has a lot of mental troubles. The film melts the two stories by a young writer who discovers that they were sons of an european noble and they own a large inheritance.",6.001067,"['RainCity Productions', 'SC Entertainment International']",['United States of America'],1992-09-18,0.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The shocking story of identical twins... One too good to die. The other too evil to live.,Equinox,5.6,1992,0.0,viernes
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",14412,en,"In the midst of a searing Florida heat wave, a woman convinces her lover, a small-town lawyer, to murder her rich husband.",5.991482,"['Warner Bros.', 'The Ladd Company']",['United States of America'],1981-08-28,24058838.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"As the temperature rises, the suspense begins.",Body Heat,7.1,1981,inf,viernes
,0.0,"[{'id': 18, 'name': 'Drama'}]",5126,en,"A recently-widowed, science fiction writer considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially-rejected boy who says he's really from Mars.",5.038252,['New Line Cinema'],['United States of America'],2007-11-02,0.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"doesn't matter where you come from, as long as you find where you belong!",Martian Child,6.8,2007,0.0,viernes
,0.0,"[{'id': 36, 'name': 'History'}, {'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",319070,en,"A look at the history of the American comedy publication and production company, National Lampoon, from its beginning in the 1970s to 2010, featuring rare and never before seen footage, this is the mind boggling story of The National Lampoon from its subversive and electrifying beginnings, to rebirth as an unlikely Hollywood heavyweight, and beyond. A humour empire like no other, the impact of the magazines irreverent, often shocking, sensibility was nothing short of seismic: this is an institution whose (drunk stoned brilliant) alumni left their fingerprints all over popular culture. Both insanely great and breathtakingly innovative, The National Lampoon created the foundation of modern comic sensibility by setting the bar in comedy impossibly high.",1.61917,"['Magnolia Pictures', 'History Films', '4th Row Films']",['United States of America'],2015-01-25,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"If You Don't See This Documentary, We'll Shoot This Dog",Drunk Stoned Brilliant Dead: The Story of the National Lampoon,6.8,2015,0.0,domingo
,0.0,"[{'id': 35, 'name': 'Comedy'}]",14672,en,"When dwindling membership and increasing overheads makes a local bowling club and prime candidate for a takeover, it's all hands on deck to save the club, in what turns into an epic battle where young meets old, greed meets good and people rise to the occasion in extraordinary circumstances.",0.111834,"['A Million Monkeys', 'Melbourne Film Office', 'Molloy Boy Productions', 'Showtime Australia']",['Australia'],2002-07-11,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It’s on for young and old,Crackerjack,7.3,2002,0.0,jueves
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",14111,en,"An investigation of the massacre of 24 men, women and children in Haditha, Iraq allegedly shot by 4 U.S. Marines in retaliation for the death of a U.S. Marine killed by a roadside bomb. The movie follows the story of the Marines of Kilo Company, an Iraqi family, and the insurgents who plant the roadside bomb.",2.244393,['HanWay Films'],['United Kingdom'],2007-09-11,0.0,97.0,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,There are many ways to see the same story,Battle For Haditha,6.0,2007,0.0,martes
